currentDirection,currentSpeed,secondarySwellDirection,secondarySwellHeight,secondarySwellPeriod,swellDirection,swellHeight,swellPeriod,waterTemperature,waveDirection,waveHeight,wavePeriod,windDirection,windSpeed,windWaveDirection,windWaveHeight,windWavePeriod,DateTime
,,122.11,0.19,10.03,154.05,0.51,5.72,,157.25,0.55,5.39,194.25,4.54,194.57,0.17,1.99,2026-07-01 21:00:00
,,122.16,0.19,10.03,154.77,0.52,5.65,,158.47,0.55,5.36,203.57,4.79,205.11,0.16,1.96,2026-07-01 22:00:00
,,122.2,0.18,10.03,153.81,0.5,5.7,,161.2,0.56,5.24,213.32,4.85,214.44,0.21,2.2,2026-07-01 23:00:00
,,122.13,0.17,9.97,153.8,0.43,5.65,,164.54,0.56,5.06,219.27,5.22,218.64,0.27,2.31,2026-07-02
,,122.06,0.18,9.62,156.23,0.42,5.44,,166.91,0.54,4.89,226.39,5.22,224.36,0.26,2.25,2026-07-02 01:00:00
,,122.86,0.17,9.44,159.69,0.47,5.26,,168.57,0.53,4.81,228.7,5.08,227.73,0.21,2.12,2026-07-02 02:00:00
,,122.74,0.16,9.42,160.55,0.46,5.23,,169.57,0.52,4.79,234.24,5.19,232.27,0.2,2.16,2026-07-02 03:00:00
,,123.6,0.16,9.39,162.85,0.4,5.17,,170.46,0.51,4.8,242.18,5.12,239.3,0.22,2.06,2026-07-02 04:00:00
,,123.59,0.15,9.23,165.21,0.46,5.13,,170.61,0.5,4.85,248.3,4.81,241.89,0.15,1.95,2026-07-02 05:00:00
,,123.5,0.15,9.25,167.99,0.45,5.1,,170.71,0.48,4.95,247.24,3.54,308.02,0.16,2.85,2026-07-02 06:00:00
,,123.69,0.15,9.27,169.13,0.45,5.1,,169.74,0.47,5.05,224.47,3.08,317.42,0.13,2.65,2026-07-02 07:00:00
,,123.92,0.15,9.29,167.62,0.44,5.21,,168.14,0.46,5.17,242.64,3.19,20.47,0.13,3.58,2026-07-02 08:00:00
,,124.17,0.15,9.31,166.21,0.43,5.33,,167.09,0.45,5.28,259.85,3.62,322.25,0.12,2.67,2026-07-02 09:00:00
,,124.4,0.16,9.35,164.75,0.42,5.47,,165.29,0.43,5.44,263.37,3.66,19.56,0.07,3.57,2026-07-02 10:00:00
,,124.63,0.16,9.39,163.02,0.41,5.64,,163.44,0.42,5.61,256.01,3.74,20.16,0.11,3.56,2026-07-02 11:00:00
,,124.81,0.16,9.43,161.21,0.4,5.8,,161.94,0.41,5.75,247.64,4.07,21.36,0.07,3.58,2026-07-02 12:00:00
,,125.16,0.16,9.47,159.67,0.4,5.97,,160.56,0.4,5.91,241.62,4.39,22.46,0.03,3.59,2026-07-02 13:00:00
,,124.87,0.17,9.26,158.43,0.39,6.04,,159.48,0.4,5.97,240.39,4.4,24.18,0.03,3.6,2026-07-02 14:00:00
,,125.7,0.17,9.19,156.94,0.38,6.14,,158.07,0.39,6.05,238.12,4.17,24.91,0.03,3.6,2026-07-02 15:00:00
,,126.82,0.18,9.15,155.45,0.37,6.26,,156.73,0.38,6.16,246.47,4.03,26.83,0.04,3.61,2026-07-02 16:00:00
,,126.75,0.18,9.19,154.3,0.36,6.4,,155.3,0.37,6.3,249.82,3.2,28.61,0.03,3.6,2026-07-02 17:00:00
,,163.09,0.19,4.37,152.86,0.34,6.66,,156.34,0.37,6.31,240.88,3.62,181.76,0.08,2.79,2026-07-02 18:00:00
,,163.23,0.19,4.08,153.86,0.35,6.49,,157.07,0.37,6.26,220.19,3.58,28.46,0.06,3.67,2026-07-02 19:00:00
,,127.53,0.2,10.09,155.13,0.36,6.38,,157.61,0.37,6.23,222.66,3.95,25.59,0.05,3.66,2026-07-02 20:00:00
,,127.18,0.2,10.12,156.65,0.36,6.33,,159.05,0.38,6.15,230.09,4.24,283.33,0.07,2.72,2026-07-02 21:00:00
,,126.77,0.2,10.17,157.56,0.36,6.32,,160.02,0.38,6.12,242.6,4.55,291.14,0.07,2.72,2026-07-02 22:00:00
,,126.84,0.2,10.18,157.72,0.36,6.36,,163.3,0.39,5.95,255.78,4.93,248.54,0.12,1.89,2026-07-02 23:00:00
,,167.68,0.18,3.9,158.96,0.35,6.25,,166.79,0.39,5.76,264.71,4.97,257.46,0.17,1.95,2026-07-03
,,169.74,0.18,3.9,160.79,0.35,6.18,,168.93,0.4,5.69,268.45,5.11,266.13,0.17,1.95,2026-07-03 01:00:00
,,172.17,0.18,3.87,163.51,0.36,6.1,,170.27,0.4,5.7,272.41,5.26,274.29,0.17,1.88,2026-07-03 02:00:00
,,174.09,0.17,3.87,164.4,0.36,6.12,,170.29,0.39,5.77,275.52,5.31,277.72,0.16,1.84,2026-07-03 03:00:00
,,174.82,0.17,3.9,164.79,0.35,6.18,,169.73,0.39,5.88,277.42,5.14,277.74,0.15,1.76,2026-07-03 04:00:00
,,175.74,0.16,3.92,164.11,0.35,6.26,,168.81,0.38,6,279.36,4.81,279.13,0.14,1.76,2026-07-03 05:00:00
,,177.23,0.15,4.05,163.97,0.35,6.36,,167.06,0.36,6.21,287.81,4.07,333.88,0.06,2.72,2026-07-03 06:00:00
,,176.59,0.14,4.03,162.62,0.34,6.49,,164.92,0.35,6.39,280.93,3.63,18.97,0.04,3.62,2026-07-03 07:00:00
,,176.27,0.14,4.05,161.33,0.34,6.6,,162.33,0.34,6.54,270.35,3.23,18.96,0.03,3.57,2026-07-03 08:00:00
,,175.73,0.13,4.07,158.97,0.32,6.75,,160.62,0.34,6.67,265.83,3.47,19.22,0.08,3.6,2026-07-03 09:00:00
,,291.76,0.12,10.65,157.14,0.32,6.87,,159.5,0.33,6.71,271.26,3.77,327.77,0.05,2.68,2026-07-03 10:00:00
,,283.56,0.13,2.25,155.8,0.32,6.9,,157.17,0.33,6.82,270.92,3.56,19.18,0.03,3.57,2026-07-03 11:00:00
,,284.07,0.12,2.25,154.28,0.32,7.07,,154.47,0.32,7.05,265.05,3.46,19.28,0.01,3.5,2026-07-03 12:00:00
,,284.19,0.11,2.25,152.03,0.31,7.25,,152.03,0.31,7.25,257.79,3.3,30.09,0,3.86,2026-07-03 13:00:00
,,284.27,0.1,2.25,150,0.31,7.4,,150,0.31,7.4,259.04,3.63,30.09,0,3.86,2026-07-03 14:00:00
,,284.06,0.09,2.25,148.18,0.3,7.57,,148.18,0.3,7.57,256.59,3.33,30.1,0,3.86,2026-07-03 15:00:00
,,284.28,0.07,2.24,146.61,0.29,7.72,,146.61,0.3,7.72,255.52,3.3,28.32,0.04,3.48,2026-07-03 16:00:00
,,285.2,0.06,2.23,145.31,0.3,7.85,,145.31,0.3,7.85,273.94,3.73,30.09,0,3.86,2026-07-03 17:00:00
,,232.5,0.1,21.61,145.89,0.3,7.56,,146.38,0.3,7.51,284.95,3.81,24.28,0.02,3.54,2026-07-03 18:00:00
,,235.53,0.1,2.12,144.95,0.3,7.66,,145.76,0.3,7.58,272.91,2.88,24.56,0.02,3.56,2026-07-03 19:00:00
,,239.97,0.12,22.65,145.33,0.3,7.63,,146.46,0.31,7.54,256.06,2.93,23.7,0.02,3.57,2026-07-03 20:00:00
,,227.51,0.12,2.17,145.05,0.3,7.65,,146.3,0.31,7.54,249.27,2.68,21.91,0.03,3.57,2026-07-03 21:00:00
,,253.05,0.12,2.17,145.17,0.31,7.65,,145.64,0.31,7.6,266.07,2.65,20.61,0.02,3.53,2026-07-03 22:00:00
,,278.01,0.11,20.55,144.57,0.31,7.68,,145.01,0.31,7.63,278.27,3.14,19.27,0.02,3.54,2026-07-03 23:00:00
,,284.93,0.13,22.75,144.25,0.31,7.71,,145.69,0.31,7.58,280.17,3.4,19,0.03,3.59,2026-07-04
,,277.66,0.13,23.4,144.55,0.31,7.71,,146.8,0.32,7.5,275.43,3.88,321.57,0.05,2.68,2026-07-04 01:00:00
,,279.27,0.12,23.34,143.82,0.32,7.95,,147.35,0.34,7.6,279.64,4.09,323.48,0.06,2.75,2026-07-04 02:00:00
,,286.57,0.13,22.9,143.09,0.33,8.09,,147.87,0.35,7.65,280.76,3.87,326.59,0.08,2.79,2026-07-04 03:00:00
,,289.2,0.13,23.05,142.45,0.33,8.11,,147.91,0.35,7.66,278.31,3.78,329.08,0.08,2.83,2026-07-04 04:00:00
,,295.69,0.13,24.13,142.09,0.33,8.11,,147.99,0.35,7.63,280.14,3.71,331.51,0.08,2.82,2026-07-04 05:00:00
,,283.99,0.14,2.43,144.2,0.34,7.99,,144.84,0.34,7.94,287.77,2.98,18.96,0.02,3.54,2026-07-04 06:00:00
,,300.01,0.14,23.85,141.95,0.33,8.14,,143.25,0.34,8.04,285.3,2.99,19.04,0.03,3.58,2026-07-04 07:00:00
,,290.56,0.13,2.33,141.6,0.33,8.15,,141.91,0.33,8.11,272.28,2.41,19.15,0.02,3.52,2026-07-04 08:00:00
,,289.44,0.12,2.33,140.61,0.32,8.23,,140.73,0.33,8.21,256.97,2.67,18.96,0.01,3.5,2026-07-04 09:00:00
,,291.2,0.12,2.35,139.38,0.32,8.33,,140,0.32,8.28,247.51,3.14,19.64,0.02,3.55,2026-07-04 10:00:00
,,287.09,0.11,2.31,138.94,0.32,8.39,,139.29,0.32,8.35,246.03,3.48,20.9,0.02,3.52,2026-07-04 11:00:00
,,286.2,0.1,2.31,138.16,0.31,8.48,,138.55,0.31,8.44,229.98,3.46,22.47,0.02,3.53,2026-07-04 12:00:00
,,247.5,0.11,20.54,138.57,0.32,8.21,,139.59,0.32,8.12,266.54,3.8,23.39,0.02,3.57,2026-07-04 13:00:00
,,269.34,0.11,2.22,138.25,0.31,8.09,,140.26,0.31,7.92,288.24,4.19,21.84,0.03,3.58,2026-07-04 14:00:00
,,282.49,0.1,2.29,139.37,0.29,7.77,,141.21,0.3,7.63,257.2,3.86,22.85,0.03,3.57,2026-07-04 15:00:00
,,268.49,0.1,2.21,140.28,0.29,7.66,,140.81,0.29,7.6,255.57,4.05,23.24,0.02,3.53,2026-07-04 16:00:00
,,282.52,0.12,23.16,140.53,0.29,7.46,,141.96,0.3,7.31,265.4,4.1,320.59,0.03,2.65,2026-07-04 17:00:00
,,273.91,0.12,24.62,140.32,0.29,7.68,,144.15,0.3,7.14,282.44,4.95,279.43,0.09,1.83,2026-07-04 18:00:00
,,291.57,0.13,24.08,139.86,0.3,7.57,,146.4,0.32,6.97,289.83,4.58,286.56,0.1,1.78,2026-07-04 19:00:00
,,284.8,0.15,2.33,140.39,0.31,7.36,,146.49,0.32,7.07,297.86,3.52,18.95,0.05,3.63,2026-07-04 20:00:00
,,286.73,0.14,2.33,141.15,0.31,7.45,,143.98,0.32,7.32,323.45,3.44,19.25,0.03,3.6,2026-07-04 21:00:00
,,284.36,0.14,2.36,139.06,0.32,7.44,,139.55,0.32,7.35,348.31,3.58,21.81,0.03,3.59,2026-07-04 22:00:00
,,280.25,0.14,2.36,134.77,0.32,7.43,,132.96,0.33,7.29,357.78,3.58,24.43,0.03,3.61,2026-07-04 23:00:00
,,282.92,0.14,2.34,131.76,0.32,7.52,,128.44,0.33,7.38,355.76,3.52,25.63,0.03,3.61,2026-07-05
,,28.86,0.13,2.6,127.95,0.33,7.54,,125.62,0.33,7.44,348.87,3.2,25.5,0.03,3.59,2026-07-05 01:00:00
,,11.47,0.15,2.41,125.28,0.33,7.58,,124.7,0.33,7.54,340.58,3.06,25,0.02,3.52,2026-07-05 02:00:00
,,19.68,0.14,2.48,124.61,0.33,7.69,,124.2,0.33,7.66,335.08,2.99,24.33,0.02,3.52,2026-07-05 03:00:00
,,22.16,0.14,2.55,124.02,0.32,7.79,,123.84,0.33,7.76,330.34,2.65,24.26,0.01,3.5,2026-07-05 04:00:00
,,24.16,0.13,2.6,123.64,0.32,7.86,,123.6,0.32,7.86,327.13,2.23,25.33,0.01,3.48,2026-07-05 05:00:00
,,28.65,0.1,2.69,123.29,0.31,8.46,,123.12,0.31,8.43,322.2,2.47,26.89,0.01,3.5,2026-07-05 06:00:00
,,32.92,0.13,2.79,122.79,0.31,8.24,,122.02,0.32,8.18,337.28,2.62,27.63,0.02,3.54,2026-07-05 07:00:00
,,24.16,0.14,2.57,122.25,0.32,8.19,,120.83,0.32,8.09,350.86,2.04,29.38,0.02,3.57,2026-07-05 08:00:00
,,27.34,0.14,2.6,121,0.32,8.15,,120.83,0.32,8.12,10.32,1.52,30.03,0.01,3.5,2026-07-05 09:00:00
